0,0,0,0
0.0,0,0.0,0.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
6.0,6,6.0,5.0
6.0,6,6.0,5.0
6.0,6,6.0,5.0
6.0,6,6.0,5.0
6.0,6,6.0,5.0
6.0,6,6.0,5.0
5.0,5,6.0,5.0
5.0,5,6.0,5.0
4.0,4,5.0,5.0
4.0,4,4.0,5.0
4.0,4,4.0,5.0
4.0,4,4.0,6.0
4.0,4,4.0,6.0
4.0,4,4.0,6.0
4.0,4,4.0,6.0
4.0,4,4.0,6.0
4.0,4,4.0,5.0
4.0,4,5.0,5.0
4.0,4,5.0,5.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,4.0,4.0
5.0,5,4.0,4.0
5.0,5,4.0,4.0
5.0,5,4.0,4.0
5.0,5,4.0,4.0
5.0,5,4.0,4.0
4.0,4,4.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
5.0,5,6.0,4.0
5.0,5,6.0,4.0
5.0,5,6.0,4.0
5.0,5,6.0,4.0
6.0,6,6.0,4.0
5.0,5,6.0,4.0
5.0,5,6.0,5.0
5.0,5,6.0,5.0
5.0,5,6.0,5.0
4.0,4,5.0,5.0
4.0,4,5.0,5.0
4.0,4,5.0,5.0
4.0,4,5.0,5.0
4.0,4,5.0,5.0
5.0,5,5.0,5.0
5.0,5,5.0,6.0
4.0,4,5.0,6.0
4.0,4,5.0,6.0
4.0,4,5.0,6.0
4.0,4,5.0,6.0
4.0,4,5.0,5.0
4.0,4,6.0,5.0
4.0,4,6.0,5.0
4.0,4,6.0,4.0
4.0,4,6.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,5.0
4.0,4,5.0,5.0
4.0,4,4.0,5.0
4.0,4,4.0,5.0
4.0,4,4.0,5.0
4.0,4,4.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,5.0
5.0,5,5.0,5.0
4.0,4,5.0,5.0
4.0,4,4.0,5.0
5.0,5,4.0,5.0
4.0,4,4.0,5.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,5.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
4.0,4,4.0,4.0
5.0,5,5.0,4.0
5.0,5,5.0,4.0
5.0,5,5.0,4.0
5.0,5,5.0,4.0
5.0,5,4.0,4.0
5.0,5,4.0,4.0
5.0,5,4.0,4.0
5.0,5,4.0,4.0
5.0,5,5.0,4.0
6.0,6,5.0,4.0
6.0,6,6.0,5.0
6.0,6,6.0,5.0
6.0,6,6.0,5.0
6.0,6,6.0,4.0
6.0,6,6.0,4.0
6.0,6,6.0,4.0
6.0,6,6.0,4.0
6.0,6,6.0,4.0
5.0,5,6.0,4.0
5.0,5,6.0,4.0
5.0,5,6.0,4.0
5.0,5,5.0,4.0
5.0,5,5.0,4.0
5.0,5,5.0,4.0
5.0,5,5.0,5.0
5.0,5,5.0,5.0
6.0,6,5.0,5.0
6.0,6,5.0,5.0
6.0,6,6.0,6.0
6.0,6,6.0,6.0
6.0,6,6.0,6.0
6.0,6,6.0,6.0
6.0,6,6.0,6.0
6.0,6,6.0,6.0
6.0,6,2.0,6.0
5.0,5,,6.0
2.0,2,,6.0
,5,,5.0
,5,,5.0
,5,,5.0
,5,,5.0
,4,,5.0
,4,,5.0
,4,,5.0
,5,,5.0
,5,,5.0
,5,,6.0
,5,,6.0
,5,,6.0
,5,,6.0
,6,,6.0
,6,,6.0
,6,,6.0
,6,,6.0
,6,,6.0
,6,,6.0
,6,,6.0
,6,,6.0
,6,,4.0
,5,,2.0
,5,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,5,,
,5,,
,6,,
,5,,
,5,,
,5,,
,5,,
,4,,
,4,,
,5,,
,5,,
,5,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,5,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,5,,
,5,,
,5,,
,5,,
,5,,
,4,,
,4,,
,4,,
,4,,
,5,,
,5,,
,5,,
,5,,
,5,,
,5,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,4,,
,5,,
,5,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,5,,
,5,,
,5,,
,4,,
,4,,
,4,,
,4,,
,5,,
,5,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,6,,
,5,,
,5,,
,5,,
,4,,
,4,,
,4,,
,2,,
